coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,#Hashtags,Hashtags
positive,yes,carleystenson,1, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:34,5.52956e+17,,,#Coachella2015,#Coachella2015
positive,yes,KROCSTEDY,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:30,5.52955e+17,"From Long Beach, CA & beyond..",Alaska,#Coachella2015,#Coachella
positive,yes,edasemana,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,"[37.4365235, -121.8783382]",1/7/15 14:30,5.52955e+17,California ,,#Coachella2015,#Coachella2015
positive,yes,happiiiiiiiii,1, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:30,5.52955e+17,,,#Coachella2015,#Coachella2015
positive,yes,fucknambriz,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,"[33.83198733, -117.95680471]",1/7/15 14:29,5.52955e+17,Anaheim CA,Pacific Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,LuisaInStereo,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:28,5.52955e+17,,Pacific Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,GregWRoss,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:26,5.52955e+17,Burswood,Perth,#Coachella2015,#TwiterlessNikki
positive,yes,Hey_Julee,1, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:26,5.52954e+17,,Central Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,rgrocks,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:25,5.52954e+17,San Francisco,Pacific Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,_SydArmstrong,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:23,5.52954e+17,Los Angeles,Central Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,pascalpellan,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:22,5.52953e+17,Paris,Paris,#Coachella2015,#Coachella
positive,yes,Wajohnston3Will,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:21,5.52953e+17,,,#Coachella2015,#Coachella2015
positive,yes,shermhasheart,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:18,5.52952e+17,Bloomington,Quito,#Coachella2015,#Coachella2015
positive,yes,mickeyditch,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,"[-33.87105558, 151.20334792]",1/7/15 14:17,5.52952e+17,Sydney,London,#Coachella2015,#Coachella
positive,yes,JahhKobe,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:16,5.52952e+17,"Ashland, Oregon",Pacific Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,mebullard1,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:16,5.52952e+17,,,#Coachella2015,#Coachellatickets
positive,yes,_caitbate_,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:14,5.52951e+17,New York City,Eastern Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,RaphNasty,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:13,5.52951e+17,"San Diego, CA/Los Angeles, CA",,#Coachella2015,#Coachella2015
positive,yes,ChandlerMader,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,"[47.33337043, -122.34953378]",1/7/15 14:11,5.52951e+17,,Arizona,#Coachella2015,#coachella2015
positive,yes,RiggsVida,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:11,5.52951e+17,,,#Coachella2015,#Coachella2015
positive,yes,_taBz,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:09,5.5295e+17,"Saskatoon, SK CANADA",Mountain Time (US & Canada),#Coachella2015,#Coachella
positive,yes,ashley_sfg,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:07,5.5295e+17,bay area,Pacific Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,Leetzle_,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:01,5.52948e+17,Bay Area,,#Coachella2015,#Coachellatickets
positive,yes,CTooleSaysStuff,1, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:01,5.52948e+17,,,#Coachella2015,#Coachella2015
positive,yes,czechmayte,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:01,5.52948e+17,seein' stars *_*,,#Coachella2015,#coachellaNICK
positive,yes,HannahhRay,1, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:00,5.52948e+17,AR  / TX ,Central Time (US & Canada),#Coachella2015,#Coachella
positive,yes,Kyra_IX,1, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 14:00,5.52948e+17,Edmonton/Maskwacis,Mountain Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,MicheleFin,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,"[42.36408252, -71.05697201]",1/7/15 13:58,5.52947e+17,Boston,Central Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,_kendallwood,1, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:58,5.52947e+17,Nueva York,Quito,#Coachella2015,#Coachella2015
positive,yes,Clumsy_Gabby,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:57,5.52947e+17,"Auckland,NZ",,#Coachella2015,#Coachella2015
positive,yes,EricHoang_,1, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:57,5.52947e+17,"space city, texas",Central Time (US & Canada),#Coachella2015,#kickinitoldschoool
positive,yes,ccbella_rover,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:57,5.52947e+17,,Pacific Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,cristinaeromero,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:57,5.52947e+17,,,#Coachella2015,#Coachella2015
positive,yes,kuliano,1, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:54,5.52946e+17,New York City,Eastern Time (US & Canada),#Coachella2015,#COACHELLA2015
positive,yes,atia1126,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:54,5.52946e+17,LA FL DMV ATL NYC,Quito,#Coachella2015,#HALLELUJAH
positive,yes,hannah_frog,1, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:53,5.52946e+17,SoccerÃÂÃÂÃÂ¢ÃÂ«_ÃÂ«_ÃÂ«ÃÂ,Central Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,joshua_aen,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:52,5.52946e+17,"Denver, Colorado",Mountain Time (US & Canada),#Coachella2015,#KingOfTheWhitePeople
positive,yes,BenjaminSimons,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:52,5.52946e+17,IV,Pacific Time (US & Canada),#Coachella2015,#Coachella2015Ã
positive,yes,LANGMarMendoza,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:51,5.52946e+17,"Los Angeles, Calif.",Hawaii,#Coachella2015,#Coachella2015
positive,yes,ihoppermeredith,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:51,5.52946e+17,"Tempe, AZ",Pacific Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,model_life2015,8, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:50,5.52945e+17,,,#Coachella2015,#Coachella2015
positive,yes,_Belmarie,16, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:49,5.52945e+17,,,#Coachella2015,#2
positive,yes,FKB__,2, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:47,5.52945e+17,,Eastern Time (US & Canada),#Coachella2015,#Coachella2015
positive,yes,_jennster21,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:47,5.52945e+17,,,#Coachella2015,#Coachella2015
positive,yes,cruznkenga,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:46,5.52944e+17,"Coachella, Ca",,#Coachella2015,#Coachella2015
positive,yes,isaafreak,0, coachella tickets selling out less tha  rt  wait this absolute fire _ãâãâãâ_  coachella vip passes secured see you th  phillyãâãâãâªs will play coachella   if briana her mom out coachella i   excuse me while i go cry now _ãâãâãâ c  rt  ride steely dan would only be bet  ive been callin that since day one coachella  this real coachella  rt  cmonnnnnn lineup coachella impatient name text length  dtype object,,1/7/15 13:45,5.52944e+17,,Alaska,#Coachella2015,#Coachella2015
